FIPS,CTYNAME,abbrv,state,county,ID,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27047,Freeborn County,MN,MN,Freeborn,974,0.553,0.379,15929,8808,6041,0.57,0.41,16791,9578,6889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48161,Freestone County,TX,TX,Freestone,975,0.788,0.192,7608,5995,1461,0.803,0.188,8678,6966,1629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8043,Fremont County,CO,CO,Fremont,976,0.689,0.241,21880,15066,5275,0.688,0.286,25058,17231,7170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19071,Fremont County,IA,IA,Fremont,977,0.676,0.27,3554,2401,959,0.703,0.28,3855,2711,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16043,Fremont County,ID,ID,Fremont,978,0.716,0.114,5714,4091,651,0.826,0.149,6719,5548,998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56013,Fremont County,WY,WY,Fremont,979,0.675,0.254,16543,11167,4200,0.663,0.305,18111,12007,5519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6019,Fresno County,CA,CA,Fresno,980,0.466,0.486,201710,94005,98103,0.451,0.529,356004,160689,188224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48163,Frio County,TX,TX,Frio,981,0.459,0.522,2683,1232,1401,0.534,0.46,5264,2812,2421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31063,Frontier County,NE,NE,Frontier,982,0.844,0.123,1310,1106,161,0.853,0.131,1440,1229,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5049,Fulton County,AR,AR,Fulton,983,0.727,0.224,4771,3470,1067,0.774,0.202,5098,3944,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13121,Fulton County,GA,GA,Fulton,984,0.271,0.692,407173,110372,281875,0.262,0.726,524532,137200,381057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17057,Fulton County,IL,IL,Fulton,985,0.543,0.392,15609,8482,6118,0.593,0.386,16517,9798,6371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18049,Fulton County,IN,IN,Fulton,986,0.718,0.234,8374,6010,1960,0.732,0.25,9110,6667,2274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21075,Fulton County,KY,KY,Fulton,987,0.65,0.325,2382,1549,774,0.663,0.327,2421,1605,791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36035,Fulton County,NY,NY,Fulton,988,0.652,0.297,19563,12759,5805,0.693,0.288,20180,13989,5804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39051,Fulton County,OH,OH,Fulton,989,0.648,0.289,20693,13419,5981,0.69,0.294,22299,15396,6545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42057,Fulton County,PA,PA,Fulton,990,0.842,0.134,6743,5676,904,0.855,0.136,7978,6824,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31065,Furnas County,NE,NE,Furnas,991,0.827,0.131,2315,1915,304,0.832,0.153,2601,2163,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12039,Gadsden County,FL,FL,Gadsden,992,0.304,0.679,22079,6721,14994,0.314,0.679,23800,7465,16152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31067,Gage County,NE,NE,Gage,993,0.643,0.297,9854,6333,2930,0.673,0.306,11068,7445,3385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48165,Gaines County,TX,TX,Gaines,994,0.848,0.13,4609,3907,597,0.893,0.096,5960,5323,572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51640,Galax city,VA,VA,Galax city,995,0.678,0.288,2363,1603,680,0.698,0.295,2633,1838,777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17059,Gallatin County,IL,IL,Gallatin,996,0.722,0.244,2691,1942,656,0.755,0.232,2673,2019,621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21077,Gallatin County,KY,KY,Gallatin,997,0.732,0.224,3337,2443,749,0.768,0.214,3849,2955,822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30031,Gallatin County,MT,MT,Gallatin,998,0.446,0.456,52335,23360,23879,0.443,0.518,71363,31639,36964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39053,Gallia County,OH,OH,Gallia,999,0.76,0.204,12588,9567,2564,0.77,0.218,13358,10289,2911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48167,Galveston County,TX,TX,Galveston,1000,0.593,0.367,123994,73566,45503,0.607,0.379,153843,93306,58247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31069,Garden County,NE,NE,Garden,1001,0.817,0.144,1063,869,153,0.85,0.135,1195,1016,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8045,Garfield County,CO,CO,Garfield,1002,0.496,0.426,26328,13071,11205,0.477,0.499,30216,14404,15070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30033,Garfield County,MT,MT,Garfield,1003,0.912,0.047,716,653,34,0.94,0.05,813,764,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31071,Garfield County,NE,NE,Garfield,1004,0.846,0.125,968,819,121,0.867,0.125,1067,925,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40047,Garfield County,OK,OK,Garfield,1005,0.738,0.202,21692,15998,4391,0.757,0.219,22430,16970,4919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49017,Garfield County,UT,UT,Garfield,1006,0.687,0.153,2294,1577,352,0.789,0.188,2722,2149,513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53023,Garfield County,WA,WA,Garfield,1007,0.683,0.224,1232,841,276,0.722,0.246,1470,1062,362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,Garland County,AR,AR,Garland,1008,0.64,0.302,40734,26053,12283,0.658,0.318,44193,29065,14043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21079,Garrard County,KY,KY,Garrard,1009,0.775,0.191,7619,5904,1453,0.776,0.21,8703,6754,1830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24023,Garrett County,MD,MD,Garrett,1010,0.79,0.175,12905,10189,2252,0.775,0.206,15045,11654,3098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40049,Garvin County,OK,OK,Garvin,1011,0.783,0.176,10531,8243,1852,0.813,0.171,10922,8878,1865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48169,Garza County,TX,TX,Garza,1012,0.829,0.152,1475,1223,224,0.855,0.14,1651,1411,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29073,Gasconade County,MO,MO,Gasconade,1013,0.762,0.204,7444,5670,1519,0.784,0.202,7934,6222,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37071,Gaston County,NC,NC,Gaston,1014,0.648,0.327,94872,61467,30982,0.634,0.354,113791,72132,40231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37073,Gates County,NC,NC,Gates,1015,0.535,0.445,5328,2851,2371,0.564,0.427,5944,3354,2540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20061,Geary County,KS,KS,Geary,1016,0.577,0.36,7129,4116,2569,0.558,0.411,9311,5193,3825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39055,Geauga County,OH,OH,Geauga,1017,0.607,0.352,48736,29577,17165,0.606,0.379,55381,33581,20980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16045,Gem County,ID,ID,Gem,1018,0.752,0.155,7952,5980,1229,0.798,0.181,9958,7951,1803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26049,Genesee County,MI,MI,Genesee,1019,0.429,0.524,196135,84174,102744,0.445,0.539,222969,99199,120082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36037,Genesee County,NY,NY,Genesee,1020,0.653,0.284,24463,15986,6946,0.693,0.282,25004,17340,7048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1061,Geneva County,AL,AL,Geneva,1021,0.855,0.131,11659,9967,1522,0.865,0.127,12538,10844,1592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29075,Gentry County,MO,MO,Gentry,1022,0.76,0.199,3033,2304,605,0.797,0.189,3239,2580,613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28039,George County,MS,MS,George,1023,0.88,0.103,9831,8652,1013,0.878,0.11,10940,9602,1208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45043,Georgetown County,SC,SC,Georgetown,1024,0.55,0.42,31519,17334,13234,0.559,0.431,36668,20487,15822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18051,Gibson County,IN,IN,Gibson,1025,0.716,0.24,15472,11079,3720,0.731,0.249,16165,11817,4027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47053,Gibson County,TN,TN,Gibson,1026,0.707,0.27,19484,13779,5255,0.727,0.258,22336,16245,5764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4007,Gila County,AZ,AZ,Gila,1027,0.639,0.315,21398,13672,6746,0.664,0.323,27662,18377,8943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12041,Gilchrist County,FL,FL,Gilchrist,1028,0.801,0.173,8418,6740,1457,0.814,0.175,9702,7895,1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47055,Giles County,TN,TN,Giles,1029,0.716,0.262,11120,7964,2915,0.741,0.25,13202,9783,3298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51071,Giles County,VA,VA,Giles,1030,0.724,0.238,8196,5930,1949,0.751,0.235,9157,6876,2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48171,Gillespie County,TX,TX,Gillespie,1031,0.796,0.174,13123,10445,2286,0.79,0.2,15817,12495,3163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41021,Gilliam County,OR,OR,Gilliam,1032,0.674,0.236,937,632,221,0.708,0.275,1178,834,324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13123,Gilmer County,GA,GA,Gilmer,1033,0.823,0.154,12713,10465,1955,0.813,0.177,16525,13429,2932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54021,Gilmer County,WV,WV,Gilmer,1034,0.747,0.212,2528,1889,537,0.756,0.225,2662,2012,599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8047,Gilpin County,CO,CO,Gilpin,1035,0.438,0.457,3574,1564,1634,0.438,0.531,4143,1815,2199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30035,Glacier County,MT,MT,Glacier,1036,0.32,0.616,4991,1598,3076,0.334,0.64,5630,1882,3603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12043,Glades County,FL,FL,Glades,1037,0.688,0.292,4355,2996,1271,0.727,0.266,5201,3781,1384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26051,Gladwin County,MI,MI,Gladwin,1038,0.651,0.304,12472,8124,3794,0.677,0.31,14603,9893,4524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13125,Glascock County,GA,GA,Glascock,1039,0.888,0.099,1390,1235,138,0.896,0.099,1566,1403,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48173,Glasscock County,TX,TX,Glasscock,1040,0.919,0.056,602,553,34,0.936,0.06,653,611,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6021,Glenn County,CA,CA,Glenn,1041,0.626,0.325,5440,3405,1766,0.629,0.35,10890,6854,3815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34015,Gloucester County,NJ,NJ,Gloucester,1042,0.484,0.479,138388,66949,66355,0.48,0.5,168093,80700,84120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51073,Gloucester County,VA,VA,Gloucester,1043,0.67,0.277,19524,13087,5399,0.669,0.313,22228,14875,6964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13127,Glynn County,GA,GA,Glynn,1044,0.631,0.345,34041,21482,11738,0.61,0.378,41984,25616,15879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26053,Gogebic County,MI,MI,Gogebic,1045,0.55,0.4,7313,4019,2925,0.556,0.432,8279,4600,3573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30037,Golden Valley County,MT,MT,Golden Valley,1046,0.775,0.151,471,365,71,0.823,0.155,503,414,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38033,Golden Valley County,ND,ND,Golden Valley,1047,0.842,0.105,942,793,99,0.849,0.134,1026,871,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48175,Goliad County,TX,TX,Goliad,1048,0.705,0.262,3713,2618,973,0.775,0.219,3978,3081,872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48177,Gonzales County,TX,TX,Gonzales,1049,0.727,0.249,6304,4580,1567,0.739,0.251,7534,5568,1894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51075,Goochland County,VA,VA,Goochland,1050,0.601,0.351,13930,8374,4884,0.59,0.396,16893,9966,6685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27049,Goodhue County,MN,MN,Goodhue,1051,0.55,0.37,25538,14041,9446,0.562,0.413,28566,16052,11805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16047,Gooding County,ID,ID,Gooding,1052,0.721,0.179,5191,3743,930,0.77,0.208,6050,4659,1256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13129,Gordon County,GA,GA,Gordon,1053,0.805,0.168,18850,15171,3176,0.807,0.182,24033,19405,4384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56015,Goshen County,WY,WY,Goshen,1054,0.774,0.162,5708,4418,924,0.782,0.193,6241,4878,1203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31073,Gosper County,NE,NE,Gosper,1055,0.792,0.165,1000,792,165,0.799,0.192,1118,893,215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20063,Gove County,KS,KS,Gove,1056,0.849,0.112,1328,1127,149,0.876,0.114,1433,1256,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13131,Grady County,GA,GA,Grady,1057,0.658,0.327,9187,6047,3005,0.657,0.338,10707,7034,3619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40051,Grady County,OK,OK,Grady,1058,0.777,0.174,22257,17293,3878,0.802,0.179,23101,18538,4144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33009,Grafton County,NH,NH,Grafton,1059,0.379,0.569,50112,19010,28508,0.54,0.44,784,423,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,Graham County,AZ,AZ,Graham,1060,0.672,0.276,11939,8025,3301,0.717,0.269,14993,10747,4034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20065,Graham County,KS,KS,Graham,1061,0.801,0.146,1265,1013,185,0.808,0.171,1302,1052,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37075,Graham County,NC,NC,Graham,1062,0.796,0.186,4094,3260,761,0.795,0.195,4619,3673,902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47057,Grainger County,TN,TN,Grainger,1063,0.829,0.145,7985,6618,1154,0.846,0.145,10123,8559,1463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8049,Grand County,CO,CO,Grand,1064,0.525,0.39,8513,4467,3319,0.495,0.477,9804,4857,4676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49019,Grand County,UT,UT,Grand,1065,0.435,0.434,4427,1924,1920,0.431,0.544,5027,2168,2733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38035,Grand Forks County,ND,ND,Grand Forks,1066,0.549,0.364,29711,16325,10828,0.548,0.416,30970,16987,12880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50013,Grand Isle County,VT,VT,Grand Isle,1067,0.394,0.554,3778,1487,2094,0.379,0.586,1419,538,831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26055,Grand Traverse County,MI,MI,Grand Traverse,1068,0.533,0.407,51460,27412,20964,0.506,0.476,60226,30502,28682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30039,Granite County,MT,MT,Granite,1069,0.671,0.266,1765,1185,469,0.675,0.304,2102,1419,638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5053,Grant County,AR,AR,Grant,1070,0.747,0.204,6908,5160,1407,0.829,0.155,8200,6794,1268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18053,Grant County,IN,IN,Grant,1071,0.674,0.278,25239,17009,7029,0.681,0.294,27230,18543,8015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20067,Grant County,KS,KS,Grant,1072,0.759,0.185,2311,1755,427,0.779,0.203,2452,1910,497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21081,Grant County,KY,KY,Grant,1073,0.761,0.2,9556,7268,1910,0.786,0.199,11106,8725,2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27051,Grant County,MN,MN,Grant,1074,0.597,0.32,3453,2063,1104,0.622,0.356,3650,2269,1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38037,Grant County,ND,ND,Grant,1075,0.807,0.137,1361,1098,187,0.828,0.151,1367,1132,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31075,Grant County,NE,NE,Grant,1076,0.931,0.051,394,367,20,0.933,0.05,402,375,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35017,Grant County,NM,NM,Grant,1077,0.413,0.49,12713,5251,6226,0.454,0.526,14435,6553,7590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40053,Grant County,OK,OK,Grant,1078,0.83,0.13,2200,1827,287,0.861,0.126,2226,1916,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41023,Grant County,OR,OR,Grant,1079,0.764,0.175,4171,3187,732,0.772,0.202,4593,3544,928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46051,Grant County,SD,SD,Grant,1080,0.668,0.272,3562,2381,970,0.699,0.282,3745,2618,1056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53025,Grant County,WA,WA,Grant,1081,0.656,0.273,27144,17813,7400,0.663,0.314,36878,24442,11572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55043,Grant County,WI,WI,Grant,1082,0.513,0.418,24051,12347,10047,0.552,0.429,25608,14142,10998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54023,Grant County,WV,WV,Grant,1083,0.877,0.103,4945,4338,510,0.884,0.11,5509,4871,607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22043,Grant Parish,LA,LA,Grant,1084,0.84,0.134,8819,7406,1181,0.864,0.123,9392,8117,1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37077,Granville County,NC,NC,Granville,1085,0.501,0.476,26920,13500,12827,0.527,0.461,31605,16651,14568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26057,Gratiot County,MI,MI,Gratiot,1086,0.601,0.345,16442,9878,5665,0.632,0.35,19148,12102,6693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21083,Graves County,KY,KY,Graves,1087,0.764,0.199,16592,12671,3308,0.776,0.209,17018,13206,3559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20069,Gray County,KS,KS,Gray,1088,0.821,0.128,2011,1651,257,0.835,0.15,2240,1871,337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48179,Gray County,TX,TX,Gray,1089,0.882,0.095,7360,6495,699,0.88,0.106,7745,6812,820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53027,Grays Harbor County,WA,WA,Grays Harbor,1090,0.497,0.429,23783,11818,10194,0.519,0.455,36551,18960,16623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21085,Grayson County,KY,KY,Grayson,1091,0.777,0.185,10572,8219,1959,0.789,0.2,11983,9453,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48181,Grayson County,TX,TX,Grayson,1092,0.749,0.218,47068,35274,10276,0.745,0.242,58760,43776,14223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51077,Grayson County,VA,VA,Grayson,1093,0.771,0.194,7258,5593,1407,0.804,0.189,8120,6529,1535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20071,Greeley County,KS,KS,Greeley,1094,0.818,0.13,639,523,83,0.854,0.122,629,537,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31077,Greeley County,NE,NE,Greeley,1095,0.782,0.18,1165,911,210,0.808,0.182,1258,1016,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21087,Green County,KY,KY,Green,1096,0.82,0.156,5333,4372,832,0.832,0.158,5812,4838,920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55045,Green County,WI,WI,Green,1097,0.463,0.485,18791,8693,9121,0.475,0.507,21406,10169,10851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55047,Green Lake County,WI,WI,Green Lake,1098,0.667,0.29,9315,6210,2700,0.672,0.313,10671,7168,3344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54025,Greenbrier County,WV,WV,Greenbrier,1099,0.679,0.268,13984,9499,3743,0.689,0.294,15850,10925,4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1063,Greene County,AL,AL,Greene,1100,0.172,0.824,4862,838,4006,0.183,0.813,4771,875,3880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5055,Greene County,AR,AR,Greene,1101,0.735,0.21,14560,10698,3056,0.787,0.19,16066,12651,3045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13133,Greene County,GA,GA,Greene,1102,0.621,0.362,8831,5488,3194,0.628,0.363,11247,7068,4088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19073,Greene County,IA,IA,Greene,1103,0.592,0.354,4762,2819,1688,0.637,0.35,5054,3221,1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17061,Greene County,IL,IL,Greene,1104,0.747,0.217,5542,4139,1202,0.766,0.217,6224,4767,1349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18055,Greene County,IN,IN,Greene,1105,0.747,0.213,13763,10275,2929,0.751,0.229,14782,11103,3389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29077,Greene County,MO,MO,Greene,1106,0.606,0.332,127609,77387,42400,0.589,0.386,138074,81312,53307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
