FIPS,CTYNAME,abbrv,state,county,ID,percentage16_Donald_Trump,percentage16_Hillary_Clinton,total_votes16,votes16_Donald_Trump,votes16_Hillary_Clinton,percentage20_Donald_Trump,percentage20_Joe_Biden,total_votes20,votes20_Donald_Trump,votes20_Joe_Biden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51103,Lancaster County,VA,VA,Lancaster,1565,0.533,0.434,6599,3520,2862,0.518,0.472,7136,3697,3368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32015,Lander County,NV,NV,Lander,1566,0.758,0.167,2413,1828,403,0.795,0.181,2664,2118,481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20101,Lane County,KS,KS,Lane,1567,0.823,0.125,831,684,104,0.852,0.128,888,757,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41039,Lane County,OR,OR,Lane,1568,0.366,0.555,181072,66218,100497,0.362,0.604,221585,80144,133924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55067,Langlade County,WI,WI,Langlade,1569,0.638,0.323,10093,6436,3260,0.657,0.332,11165,7330,3704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13173,Lanier County,GA,GA,Lanier,1570,0.693,0.281,2861,1984,805,0.702,0.285,3576,2509,1019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26087,Lapeer County,MI,MI,Lapeer,1571,0.666,0.282,45126,30037,12734,0.674,0.311,52639,35480,16368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18091,LaPorte County,IN,IN,LaPorte,1529,0.504,0.44,44994,22678,19795,0.525,0.453,49469,25991,22419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56021,Laramie County,WY,WY,Laramie,1572,0.622,0.29,39945,24844,11572,0.62,0.338,44982,27891,15217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8069,Larimer County,CO,CO,Larimer,1573,0.426,0.475,193897,82624,92170,0.408,0.562,223653,91197,125765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21123,Larue County,KY,KY,Larue,1574,0.754,0.201,6367,4799,1278,0.779,0.206,7301,5685,1504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8071,Las Animas County,CO,CO,Las Animas,1575,0.546,0.391,6693,3656,2614,0.539,0.439,7897,4255,3465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17099,LaSalle County,IL,IL,LaSalle,1530,0.542,0.398,48447,26269,19277,0.566,0.413,52053,29482,21491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6035,Lassen County,CA,CA,Lassen,1576,0.719,0.223,9089,6533,2026,0.747,0.235,11779,8798,2772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16057,Latah County,ID,ID,Latah,1577,0.4,0.446,18146,7255,8093,0.461,0.497,20521,9463,10199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40077,Latimer County,OK,OK,Latimer,1578,0.764,0.197,4050,3094,797,0.809,0.179,4249,3437,762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1077,Lauderdale County,AL,AL,Lauderdale,1579,0.715,0.254,38813,27735,9877,0.715,0.269,44149,31578,11872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28075,Lauderdale County,MS,MS,Lauderdale,1580,0.607,0.377,28967,17574,10910,0.578,0.411,30811,17812,12668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47097,Lauderdale County,TN,TN,Lauderdale,1581,0.563,0.421,8678,4884,3656,0.633,0.356,8963,5672,3193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21125,Laurel County,KY,KY,Laurel,1582,0.83,0.139,24824,20592,3440,0.827,0.159,28097,23234,4474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13175,Laurens County,GA,GA,Laurens,1583,0.638,0.346,19448,12401,6737,0.638,0.355,22729,14493,8073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45059,Laurens County,SC,SC,Laurens,1584,0.633,0.334,26474,16770,8845,0.656,0.333,30488,20004,10159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48285,Lavaca County,TX,TX,Lavaca,1585,0.85,0.136,8633,7339,1170,0.863,0.131,10195,8802,1333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1079,Lawrence County,AL,AL,Lawrence,1586,0.734,0.247,14623,10732,3611,0.769,0.222,15957,12266,3544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5075,Lawrence County,AR,AR,Lawrence,1587,0.715,0.222,5685,4064,1263,0.78,0.184,5857,4569,1080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17101,Lawrence County,IL,IL,Lawrence,1588,0.748,0.213,6039,4517,1288,0.76,0.222,6379,4849,1414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18093,Lawrence County,IN,IN,Lawrence,1589,0.736,0.221,19076,14034,4210,0.74,0.235,21071,15601,4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21127,Lawrence County,KY,KY,Lawrence,1590,0.797,0.173,6042,4816,1045,0.81,0.178,6955,5633,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29109,Lawrence County,MO,MO,Lawrence,1591,0.785,0.174,16674,13084,2898,0.804,0.179,17930,14421,3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28077,Lawrence County,MS,MS,Lawrence,1592,0.643,0.345,6329,4072,2181,0.648,0.341,6564,4254,2240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39087,Lawrence County,OH,OH,Lawrence,1593,0.703,0.264,25949,18240,6849,0.72,0.268,27427,19759,7353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42073,Lawrence County,PA,PA,Lawrence,1594,0.624,0.344,40555,25323,13933,0.643,0.346,45558,29290,15772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46081,Lawrence County,SD,SD,Lawrence,1595,0.626,0.283,11842,7411,3356,0.633,0.328,13828,8753,4537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47099,Lawrence County,TN,TN,Lawrence,1596,0.793,0.18,15658,12419,2821,0.819,0.171,18718,15334,3195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40079,Le Flore County,OK,OK,Le Flore,1597,0.776,0.189,17199,13346,3245,0.809,0.175,18805,15213,3299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27079,Le Sueur County,MN,MN,Le Sueur,1598,0.618,0.311,14867,9182,4623,0.642,0.338,16775,10775,5671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35025,Lea County,NM,NM,Lea,1599,0.705,0.222,17449,12306,3877,0.79,0.194,20918,16531,4061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28079,Leake County,MS,MS,Leake,1600,0.566,0.424,8436,4775,3579,0.592,0.399,8407,4973,3358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20103,Leavenworth County,KS,KS,Leavenworth,1601,0.586,0.339,29676,17387,10064,0.592,0.381,36115,21378,13753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42075,Lebanon County,PA,PA,Lebanon,1602,0.659,0.303,58906,38804,17860,0.653,0.334,70890,46267,23646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1081,Lee County,AL,AL,Lee,1603,0.595,0.364,57668,34321,20987,0.592,0.389,70980,42019,27600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5077,Lee County,AR,AR,Lee,1604,0.407,0.575,3020,1229,1735,0.452,0.5,2848,1286,1423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12071,Lee County,FL,FL,Lee,1605,0.587,0.383,325797,191141,124725,0.592,0.4,393854,233242,157672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13177,Lee County,GA,GA,Lee,1606,0.754,0.224,14106,10641,3166,0.718,0.273,16714,12007,4558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19111,Lee County,IA,IA,Lee,1607,0.551,0.39,15893,8762,6195,0.584,0.391,16721,9763,6539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17103,Lee County,IL,IL,Lee,1608,0.565,0.361,15215,8597,5499,0.586,0.389,16351,9584,6368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21129,Lee County,KY,KY,Lee,1609,0.807,0.166,2667,2151,444,0.812,0.173,2659,2159,459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28081,Lee County,MS,MS,Lee,1610,0.679,0.301,31974,21695,9635,0.671,0.312,31762,21297,9910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37105,Lee County,NC,NC,Lee,1611,0.552,0.421,24676,13625,10380,0.568,0.419,28851,16388,12076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45061,Lee County,SC,SC,Lee,1612,0.344,0.637,8110,2789,5170,0.357,0.632,8431,3008,5329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48287,Lee County,TX,TX,Lee,1613,0.766,0.21,6522,4996,1372,0.774,0.216,8075,6248,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51105,Lee County,VA,VA,Lee,1614,0.806,0.174,9353,7542,1627,0.842,0.15,9932,8365,1489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26089,Leelanau County,MI,MI,Leelanau,1615,0.491,0.459,14757,7239,6774,0.468,0.519,16930,7915,8793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28083,Leflore County,MS,MS,Leflore,1616,0.288,0.698,9566,2757,6677,0.321,0.666,8178,2623,5444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42077,Lehigh County,PA,PA,Lehigh,1617,0.459,0.504,153031,70285,77087,0.456,0.532,180284,82287,95889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16059,Lemhi County,ID,ID,Lemhi,1618,0.74,0.18,4068,3011,733,0.758,0.218,4738,3592,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26091,Lenawee County,MI,MI,Lenawee,1619,0.576,0.365,45895,26428,16750,0.59,0.391,53448,31539,20916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37107,Lenoir County,NC,NC,Lenoir,1620,0.524,0.461,25500,13354,11752,0.515,0.479,28177,14500,13494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12073,Leon County,FL,FL,Leon,1621,0.354,0.605,151925,53777,91936,0.353,0.635,162895,57446,103492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48289,Leon County,TX,TX,Leon,1622,0.863,0.123,7407,6391,909,0.867,0.124,8672,7522,1072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21131,Leslie County,KY,KY,Leslie,1623,0.894,0.089,4492,4015,400,0.897,0.093,4814,4318,446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21133,Letcher County,KY,KY,Letcher,1624,0.798,0.169,9134,7293,1542,0.791,0.197,9135,7226,1799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12075,Levy County,FL,FL,Levy,1625,0.71,0.263,19367,13758,5091,0.722,0.268,23180,16746,6203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30049,Lewis and Clark County,MT,ID,Lewis,1626,0.756,0.17,1590,1202,270,0.796,0.187,1870,1489,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16061,Lewis County,ID,KY,Lewis,1627,0.824,0.148,5298,4363,785,0.848,0.14,5883,4986,823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21135,Lewis County,KY,MO,Lewis,1628,0.751,0.21,4452,3343,933,0.769,0.214,4607,3541,984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29111,Lewis County,MO,NY,Lewis,1629,0.671,0.274,10312,6916,2828,0.729,0.254,10878,7931,2768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36049,Lewis County,NY,TN,Lewis,1630,0.778,0.193,4601,3579,890,0.798,0.191,5604,4473,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47101,Lewis County,TN,WA,Lewis,1631,0.647,0.298,19321,12503,5750,0.652,0.322,44935,29318,14462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53041,Lewis County,WA,WV,Lewis,1632,0.762,0.194,6885,5245,1336,0.775,0.206,7457,5782,1538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54041,Lewis County,WV,MT,Lewis and Clark,1633,0.493,0.424,33800,16665,14331,0.504,0.465,42485,21409,19743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51678,Lexington city,VA,VA,Lexington city,1635,0.313,0.618,2448,766,1514,0.33,0.653,2753,908,1797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45063,Lexington County,SC,SC,Lexington,1634,0.656,0.288,121829,79866,35143,0.642,0.341,144568,92817,49301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12077,Liberty County,FL,FL,Liberty,1636,0.771,0.198,3295,2542,651,0.799,0.195,3562,2846,693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13179,Liberty County,GA,GA,Liberty,1637,0.381,0.593,16082,6125,9531,0.373,0.612,21326,7944,13051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30051,Liberty County,MT,MT,Liberty,1638,0.73,0.215,952,695,205,0.758,0.23,1083,821,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48291,Liberty County,TX,TX,Liberty,1639,0.781,0.201,24155,18856,4851,0.794,0.197,29314,23288,5779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39089,Licking County,OH,OH,Licking,1640,0.621,0.332,79399,49346,26360,0.631,0.352,91830,57965,32324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1083,Limestone County,AL,AL,Limestone,1641,0.732,0.237,39400,28824,9340,0.704,0.277,48754,34337,13510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48293,Limestone County,TX,TX,Limestone,1642,0.751,0.229,7648,5747,1748,0.746,0.243,9092,6786,2213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5079,Lincoln County,AR,AR,Lincoln,1643,0.642,0.327,3826,2455,1252,0.704,0.266,3870,2725,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8073,Lincoln County,CO,CO,Lincoln,1644,0.78,0.166,2402,1873,399,0.805,0.178,2630,2118,467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13181,Lincoln County,GA,GA,Lincoln,1645,0.673,0.31,4100,2759,1271,0.684,0.309,4650,3179,1435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16063,Lincoln County,ID,ID,Lincoln,1646,0.677,0.206,1748,1184,360,0.757,0.213,1940,1469,414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20105,Lincoln County,KS,KS,Lincoln,1647,0.807,0.148,1448,1168,214,0.811,0.169,1570,1273,266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21137,Lincoln County,KY,KY,Lincoln,1648,0.767,0.195,9561,7338,1865,0.778,0.207,10913,8489,2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23015,Lincoln County,ME,ME,Lincoln,1649,0.454,0.478,21432,9727,10241,0.664,0.313,2596,1723,813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27081,Lincoln County,MN,MN,Lincoln,1650,0.643,0.286,3002,1930,860,0.681,0.301,3114,2120,937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29113,Lincoln County,MO,MO,Lincoln,1651,0.729,0.224,24857,18111,5561,0.753,0.227,28814,21702,6553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28085,Lincoln County,MS,MS,Lincoln,1652,0.694,0.293,15193,10550,4458,0.709,0.279,14247,10107,3978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30053,Lincoln County,MT,MT,Lincoln,1653,0.725,0.22,9272,6720,2040,0.736,0.243,11564,8516,2812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37109,Lincoln County,NC,NC,Lincoln,1654,0.726,0.249,39449,28653,9836,0.726,0.264,49850,36167,13178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31111,Lincoln County,NE,NE,Lincoln,1655,0.765,0.184,15674,11992,2878,0.764,0.216,17107,13071,3692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35027,Lincoln County,NM,NM,Lincoln,1656,0.662,0.262,8892,5889,2329,0.674,0.31,10306,6942,3194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32017,Lincoln County,NV,NV,Lincoln,1657,0.784,0.134,2132,1671,285,0.843,0.138,2312,1949,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40081,Lincoln County,OK,OK,Lincoln,1658,0.774,0.173,14001,10838,2423,0.807,0.175,14888,12013,2609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41041,Lincoln County,OR,OR,Lincoln,1659,0.412,0.512,24035,9901,12300,0.405,0.567,30441,12336,17248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46083,Lincoln County,SD,SD,Lincoln,1660,0.614,0.32,25231,15499,8076,0.606,0.37,32396,19617,11981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47103,Lincoln County,TN,TN,Lincoln,1661,0.782,0.192,13270,10375,2550,0.787,0.187,15575,12258,2909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53043,Lincoln County,WA,WA,Lincoln,1662,0.721,0.217,5629,4056,1222,0.737,0.245,6916,5095,1694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55069,Lincoln County,WI,WI,Lincoln,1663,0.577,0.369,14563,8400,5370,0.607,0.38,16497,10017,6261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54043,Lincoln County,WV,WV,Lincoln,1664,0.752,0.205,6988,5257,1435,0.768,0.219,7830,6012,1711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56023,Lincoln County,WY,WY,Lincoln,1665,0.807,0.132,8398,6779,1105,0.826,0.144,10468,8643,1509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22061,Lincoln Parish,LA,LA,Lincoln,1666,0.577,0.381,18664,10761,7102,0.587,0.392,19275,11311,7559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19113,Linn County,IA,IA,Linn,1667,0.42,0.51,114664,48183,58481,0.419,0.556,126716,53098,70451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20107,Linn County,KS,KS,Linn,1668,0.789,0.168,4279,3377,721,0.804,0.176,4903,3940,863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29115,Linn County,MO,MO,Linn,1669,0.733,0.222,5572,4084,1239,0.762,0.224,5700,4344,1274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41043,Linn County,OR,OR,Linn,1670,0.597,0.319,54724,32683,17456,0.6,0.364,71148,42708,25893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48295,Lipscomb County,TX,TX,Lipscomb,1671,0.877,0.102,1322,1159,135,0.89,0.097,1351,1203,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9005,Litchfield County,CT,CT,Litchfield,1672,0.548,0.409,97434,53376,39836,0.478,0.5,5342,2555,2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5081,Little River County,AR,AR,Little River,1673,0.683,0.265,5277,3604,1397,0.717,0.237,5178,3714,1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48297,Live Oak County,TX,TX,Live Oak,1674,0.809,0.173,4267,3450,739,0.831,0.162,5053,4198,819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17105,Livingston County,IL,IL,Livingston,1675,0.675,0.265,15096,10197,4005,0.712,0.268,17049,12134,4568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21139,Livingston County,KY,KY,Livingston,1676,0.769,0.191,4643,3570,887,0.802,0.188,5003,4010,939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26093,Livingston County,MI,MI,Livingston,1677,0.622,0.326,105577,65665,34378,0.605,0.379,127162,76980,48218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29117,Livingston County,MO,MO,Livingston,1678,0.761,0.197,6408,4879,1265,0.78,0.209,6755,5266,1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36051,Livingston County,NY,NY,Livingston,1679,0.613,0.334,31363,19211,10478,0.629,0.347,26333,16575,9150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22063,Livingston Parish,LA,LA,Livingston,1680,0.846,0.12,57700,48797,6950,0.841,0.142,65230,54877,9249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48299,Llano County,TX,TX,Llano,1681,0.798,0.176,10377,8283,1825,0.753,0.239,13278,9996,3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5083,Logan County,AR,AR,Logan,1682,0.725,0.216,7909,5737,1712,0.783,0.188,8222,6438,1544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8075,Logan County,CO,CO,Logan,1683,0.75,0.19,9702,7272,1843,0.767,0.211,10411,7987,2201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17107,Logan County,IL,IL,Logan,1684,0.673,0.272,12130,8167,3301,0.689,0.287,13117,9042,3769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20109,Logan County,KS,KS,Logan,1685,0.834,0.111,1348,1124,149,0.857,0.129,1437,1231,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21141,Logan County,KY,KY,Logan,1686,0.714,0.253,10899,7778,2755,0.734,0.251,12346,9067,3094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38047,Logan County,ND,ND,Logan,1687,0.842,0.109,1030,867,112,0.864,0.119,1076,930,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31113,Logan County,NE,NE,Logan,1688,0.887,0.071,451,400,32,0.904,0.084,450,407,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39091,Logan County,OH,OH,Logan,1689,0.742,0.216,21007,15586,4537,0.767,0.217,22985,17625,4990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40083,Logan County,OK,OK,Logan,1690,0.718,0.224,18948,13613,4239,0.723,0.253,21574,15608,5455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54045,Logan County,WV,WV,Logan,1691,0.801,0.169,12315,9866,2082,0.809,0.179,13026,10534,2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13183,Long County,GA,GA,Long,1692,0.638,0.33,4109,2623,1356,0.624,0.359,5656,3528,2033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5085,Lonoke County,AR,AR,Lonoke,1693,0.737,0.209,27007,19902,5638,0.746,0.218,30660,22884,6684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
